gene_symbol,entrez_id,compound_id
NR3C1,2908,BRD-K70264088
PGR,5241,BRD-K70264088
BLK,640,BRD-K70301465
BMX,660,BRD-K70301465
BTK,695,BRD-K70301465
SLC6A4,6532,BRD-K70301876
F2,2147,BRD-K70327167
FSHR,2492,BRD-K70327167
P2RY1,5028,BRD-K70327167
P2RY11,5032,BRD-K70327167
P2RY13,53829,BRD-K70327167
P2RY2,5029,BRD-K70327167
PLA2G2A,5320,BRD-K70327167
RYR1,6261,BRD-K70327167
RYR2,6262,BRD-K70327167
SIRT5,23408,BRD-K70327167
DRD2,1813,BRD-K70330367
GRIN2A,2903,BRD-K70330367
GRIN2B,2904,BRD-K70330367
GRIN2C,2905,BRD-K70330367
GRIN2D,2906,BRD-K70330367
GRIN3A,116443,BRD-K70330367
ADRA1A,148,BRD-K70358946
ADRA1B,147,BRD-K70358946
ADRA2A,150,BRD-K70358946
ADRA2B,151,BRD-K70358946
ADRA2C,152,BRD-K70358946
CHRM1,1128,BRD-K70358946
CHRM2,1129,BRD-K70358946
CHRM3,1131,BRD-K70358946
CHRM4,1132,BRD-K70358946
CHRM5,1133,BRD-K70358946
DRD1,1812,BRD-K70358946
DRD2,1813,BRD-K70358946
DRD3,1814,BRD-K70358946
DRD4,1815,BRD-K70358946
DRD5,1816,BRD-K70358946
HRH1,3269,BRD-K70358946
HTR1A,3350,BRD-K70358946
HTR1B,3351,BRD-K70358946
HTR1D,3352,BRD-K70358946
HTR1E,3354,BRD-K70358946
HTR2A,3356,BRD-K70358946
HTR2C,3358,BRD-K70358946
HTR3A,3359,BRD-K70358946
HTR6,3362,BRD-K70358946
HTR7,3363,BRD-K70358946
EGFR,1956,BRD-K70401845
NR1I2,8856,BRD-K70401845
ADRA1A,148,BRD-K70487031
CHRM1,1128,BRD-K70487031
DRD1,1812,BRD-K70487031
DRD2,1813,BRD-K70487031
DRD3,1814,BRD-K70487031
DRD5,1816,BRD-K70487031
HTR2A,3356,BRD-K70487031
KDR,3791,BRD-K70504253
ADORA1,134,BRD-K70507123
PDE4A,5141,BRD-K70507123
PDE4B,5142,BRD-K70507123
PDE4C,5143,BRD-K70507123
PDE4D,5144,BRD-K70507123
POLR2A,5430,BRD-K70578146
VKORC1,79001,BRD-K70592963
ADRA1A,148,BRD-K70778732
ADRA2A,150,BRD-K70778732
HRH1,3269,BRD-K70778732
HTR1A,3350,BRD-K70778732
HTR2A,3356,BRD-K70778732
HTR2B,3357,BRD-K70778732
HTR2C,3358,BRD-K70778732
SLC6A4,6532,BRD-K70778732
PTGS1,5742,BRD-K70924353
PTGS2,5743,BRD-K70924353
CXCR4,7852,BRD-K71013094
FGFR3,2261,BRD-K71035033
KIT,3815,BRD-K71035033
PDGFRA,5156,BRD-K71035033
PDGFRB,5159,BRD-K71035033
HTR2A,3356,BRD-K71103788
HTR2C,3358,BRD-K71103788
HTR6,3362,BRD-K71103788
SLC6A2,6530,BRD-K71103788
SLC6A3,6531,BRD-K71103788
SLC6A4,6532,BRD-K71103788
POLA1,5422,BRD-K71106091
POLD1,5424,BRD-K71106091
POLE,5426,BRD-K71106091
RRM1,6240,BRD-K71106091
RRM2,6241,BRD-K71106091
RRM2B,50484,BRD-K71106091
CYSLTR1,10800,BRD-K71289571
CYSLTR2,57105,BRD-K71289571
NR3C1,2908,BRD-K71487404
PLA2G1B,5319,BRD-K71487404
CA1,759,BRD-K71499074
CA12,771,BRD-K71499074
CA2,760,BRD-K71499074
CA4,762,BRD-K71499074
CA7,766,BRD-K71499074
NFKB1,4790,BRD-K71696703
NOS2,4843,BRD-K71696703
PDE10A,10846,BRD-K71696703
PTGS1,5742,BRD-K71696703
SCN10A,6336,BRD-K71799949
SCN11A,11280,BRD-K71799949
SCN1A,6323,BRD-K71799949
SCN2A,6326,BRD-K71799949
SCN3A,6328,BRD-K71799949
SCN4A,6329,BRD-K71799949
SCN5A,6331,BRD-K71799949
SCN7A,6332,BRD-K71799949
SCN8A,6334,BRD-K71799949
SCN9A,6335,BRD-K71799949
GLRA1,2741,BRD-K71822263
GRIN1,2902,BRD-K71822263
GRIN2A,2903,BRD-K71822263
GRIN2B,2904,BRD-K71822263
GRIN2C,2905,BRD-K71822263
GRIN2D,2906,BRD-K71822263
SERPINB3,6317,BRD-K71822263
UCK2,7371,BRD-K71847383
ALDH1A1,216,BRD-K71879491
ALDH1A2,8854,BRD-K71879491
GPRC5A,9052,BRD-K71879491
NR0B1,190,BRD-K71879491
NR2C2,7182,BRD-K71879491
PPARD,5467,BRD-K71879491
RARA,5914,BRD-K71879491
RARB,5915,BRD-K71879491
RARG,5916,BRD-K71879491
RARRES1,5918,BRD-K71879491
RORB,6096,BRD-K71879491
RORC,6097,BRD-K71879491
RXRB,6257,BRD-K71879491
RXRG,6258,BRD-K71879491
ABCA1,19,BRD-K72029282
ABCB11,8647,BRD-K72029282
CES1,1066,BRD-K72029282
ADA,100,BRD-K72093121
ADRA2A,150,BRD-K72166146
DRD2,1813,BRD-K72166146
HTR1B,3351,BRD-K72166146
HTR1D,3352,BRD-K72166146
HTR1E,3354,BRD-K72166146
HTR1F,3355,BRD-K72166146
HTR2B,3357,BRD-K72166146
HTR7,3363,BRD-K72166146
GAST,2520,BRD-K72215350
ACE,1636,BRD-K72222507
SCN10A,6336,BRD-K72259270
SCN5A,6331,BRD-K72259270
TOP2A,7153,BRD-K72533376
SLC25A4,291,BRD-K72542090
SLC25A5,292,BRD-K72542090
SLC25A6,293,BRD-K72542090
SCN10A,6336,BRD-K72723676
TERT,7015,BRD-K72903603
CTSA,5476,BRD-K72912098
PGR,5241,BRD-K72912098
TOP2A,7153,BRD-K72951360
NR3C1,2908,BRD-K72992801
AVPR1A,552,BRD-K73028949
AVPR1B,553,BRD-K73028949
AVPR2,554,BRD-K73028949
OXTR,5021,BRD-K73028949
ALPL,249,BRD-K73107279
ATP1A1,476,BRD-K73109821
CA1,759,BRD-K73109821
CA2,760,BRD-K73109821
KCNJ11,3767,BRD-K73109821
KCNJ8,3764,BRD-K73109821
KCNMA1,3778,BRD-K73109821
SLC12A3,6559,BRD-K73109821
HTR1A,3350,BRD-K73196317
VDR,7421,BRD-K73237276
ADRA1A,148,BRD-K73381542
ADRA1B,147,BRD-K73381542
ADRA1D,146,BRD-K73381542
AVPR1A,552,BRD-K73451719
F2,2147,BRD-K73504359
PTGS1,5742,BRD-K73541271
PTGS2,5743,BRD-K73541271
HRH2,3274,BRD-K73589491
DRD2,1813,BRD-K73642618
CASR,846,BRD-K73838513
CYP3A4,1576,BRD-K73881242
ALPPL2,251,BRD-K73947551
ENPP1,5167,BRD-K73947551
AGTR1,185,BRD-K73999723
PPARG,5468,BRD-K73999723
HMOX1,3162,BRD-K74057164
HMOX2,3163,BRD-K74057164
CYP1A2,1544,BRD-K74117820
CYP2B6,1555,BRD-K74117820
CYP2C19,1557,BRD-K74117820
CYP2C9,1559,BRD-K74117820
CYP2D6,1565,BRD-K74117820
CYP3A4,1576,BRD-K74117820
CYP3A7,1551,BRD-K74117820
CHRNA2,1135,BRD-K74186897
CHRNA3,1136,BRD-K74186897
CHRNA4,1137,BRD-K74186897
CHRNA6,8973,BRD-K74186897
CHRNA7,1139,BRD-K74186897
CHRNB2,1141,BRD-K74186897
CHRNB4,1143,BRD-K74186897
CA12,771,BRD-K74190368
CA14,23632,BRD-K74190368
CA2,760,BRD-K74190368
PTGS1,5742,BRD-K74190368
PDE4A,5141,BRD-K74195153
ADRA1A,148,BRD-K74339692
ADRA1B,147,BRD-K74339692
ADRA1D,146,BRD-K74339692
CHRM1,1128,BRD-K74363950
CHRM2,1129,BRD-K74363950
CHRM3,1131,BRD-K74363950
CHRM4,1132,BRD-K74363950
CHRM5,1133,BRD-K74363950
MLNR,2862,BRD-K74501079
CSF1R,1436,BRD-K74514084
FGF1,2246,BRD-K74514084
FGFR1,2260,BRD-K74514084
FGFR3,2261,BRD-K74514084
FLT1,2321,BRD-K74514084
FLT4,2324,BRD-K74514084
ITK,3702,BRD-K74514084
KDR,3791,BRD-K74514084
KIT,3815,BRD-K74514084
PDGFRA,5156,BRD-K74514084
PDGFRB,5159,BRD-K74514084
SH2B3,10019,BRD-K74514084
CYP2C19,1557,BRD-K74717603
CYP2C9,1559,BRD-K74717603
CYP3A4,1576,BRD-K74717603
ACTA1,58,BRD-K74724920
ATOX1,475,BRD-K74724920
C22orf28,51493,BRD-K74724920
LYZ,4069,BRD-K74724920
EDNRA,1909,BRD-K74763371
EDNRB,1910,BRD-K74763371
CA1,759,BRD-K74913225
CA12,771,BRD-K74913225
CA14,23632,BRD-K74913225
CA2,760,BRD-K74913225
CA4,762,BRD-K74913225
CA5A,763,BRD-K74913225
CA7,766,BRD-K74913225
SLC22A12,116085,BRD-K75024268
CHRM1,1128,BRD-K75037734
CHRM2,1129,BRD-K75037734
CHRM3,1131,BRD-K75037734
CHRM4,1132,BRD-K75037734
CHRM5,1133,BRD-K75037734
CHRNA2,1135,BRD-K75037734
DNMT1,1786,BRD-K75089421
SCN5A,6331,BRD-K75089421
ESR1,2099,BRD-K75097983
SCN5A,6331,BRD-K75250001
HTR1A,3350,BRD-K75385383
HTR2A,3356,BRD-K75385383
HTR2C,3358,BRD-K75385383
SCN10A,6336,BRD-K75466013
ATP6V1A,523,BRD-K75527158
FDPS,2224,BRD-K75527158
PTPN4,5775,BRD-K75527158
PTPRE,5791,BRD-K75527158
PTPRS,5802,BRD-K75527158
ADRA2A,150,BRD-K75615183
DRD2,1813,BRD-K75615183
HTR3A,3359,BRD-K75615183
CHRM1,1128,BRD-K75641298
DRD2,1813,BRD-K75641298
HTR3A,3359,BRD-K75641298
HTR3B,9177,BRD-K75641298
HTR4,3360,BRD-K75641298
HTR1A,3350,BRD-K75699339
HTR1B,3351,BRD-K75699339
HTR1D,3352,BRD-K75699339
HTR1E,3354,BRD-K75699339
HTR1F,3355,BRD-K75699339
HTR1A,3350,BRD-K75958195
HTR2A,3356,BRD-K75958195
HTR2C,3358,BRD-K75958195
HMGCR,3156,BRD-K75958547
CES1,1066,BRD-K76011241
NEU1,4758,BRD-K76011241
NEU2,4759,BRD-K76011241
RYR1,6261,BRD-K76021681
ADRA2A,150,BRD-K76022557
ADRA2B,151,BRD-K76022557
ADRA2C,152,BRD-K76022557
CALY,50632,BRD-K76022557
DRD1,1812,BRD-K76022557
DRD2,1813,BRD-K76022557
DRD3,1814,BRD-K76022557
DRD4,1815,BRD-K76022557
DRD5,1816,BRD-K76022557
HTR1A,3350,BRD-K76022557
HTR1B,3351,BRD-K76022557
HTR1D,3352,BRD-K76022557
HTR2A,3356,BRD-K76022557
HTR2B,3357,BRD-K76022557
HTR2C,3358,BRD-K76022557
HTR5A,3361,BRD-K76022557
ALDH2,217,BRD-K76037122
DLG4,1742,BRD-K76037122
GAMT,2593,BRD-K76037122
RNASE1,6035,BRD-K76037122
PDXK,8566,BRD-K76204040
AGTR1,185,BRD-K76205745
SCN1A,6323,BRD-K76304753
GNRHR,2798,BRD-K76315403
LHCGR,3973,BRD-K76315403
TACR1,6869,BRD-K76594255
PKIA,5569,BRD-K76617868
PRKACA,5566,BRD-K76617868
ROCK1,6093,BRD-K76617868
ROCK2,9475,BRD-K76617868
BGLAP,632,BRD-K76661572
GGCX,2677,BRD-K76661572
RPL3,6122,BRD-K76674262
RARA,5914,BRD-K76723084
RARB,5915,BRD-K76723084
RARG,5916,BRD-K76723084
LTF,4057,BRD-K76775527
PLA2G2E,30814,BRD-K76775527
PTGS1,5742,BRD-K76775527
PTGS2,5743,BRD-K76775527
ADRA1A,148,BRD-K76810206
PTGS1,5742,BRD-K76812510
RARA,5914,BRD-K76841105
RARB,5915,BRD-K76841105
RARG,5916,BRD-K76841105
RXRB,6257,BRD-K76841105
ADRA1A,148,BRD-K76953762
ADRA1B,147,BRD-K76953762
ADRA1D,146,BRD-K76953762
ADRA2B,151,BRD-K76953762
ADRA2C,152,BRD-K76953762
TOP2A,7153,BRD-K77038618
VDR,7421,BRD-K77175907
SLC6A2,6530,BRD-K77224738
ADRA2A,150,BRD-K77474816
ADRA2B,151,BRD-K77474816
ADRA2C,152,BRD-K77474816
HTR1B,3351,BRD-K77474816
HTR1D,3352,BRD-K77474816
HTR1E,3354,BRD-K77474816
HTR2B,3357,BRD-K77474816
NR3C1,2908,BRD-K77554836
XDH,7498,BRD-K77561571
ADRA2A,150,BRD-K77597856
EGFR,1956,BRD-K77625799
EPHA1,2041,BRD-K77625799
EPHA10,284656,BRD-K77625799
EPHA2,1969,BRD-K77625799
EPHA3,2042,BRD-K77625799
EPHA4,2043,BRD-K77625799
EPHA5,2044,BRD-K77625799
EPHA6,285220,BRD-K77625799
EPHA7,2045,BRD-K77625799
EPHA8,2046,BRD-K77625799
EPHB1,2047,BRD-K77625799
EPHB2,2048,BRD-K77625799
EPHB3,2049,BRD-K77625799
EPHB4,2050,BRD-K77625799
EPHB6,2051,BRD-K77625799
ERBB2,2064,BRD-K77625799
ERBB3,2065,BRD-K77625799
ERBB4,2066,BRD-K77625799
FLT1,2321,BRD-K77625799
FLT4,2324,BRD-K77625799
KDR,3791,BRD-K77625799
PTK6,5753,BRD-K77625799
RET,5979,BRD-K77625799
SRC,6714,BRD-K77625799
TEK,7010,BRD-K77625799
VEGFA,7422,BRD-K77625799
ADRA1A,148,BRD-K77641333
ADRA2A,150,BRD-K77641333
KCNN1,3780,BRD-K77685957
KCNN3,3782,BRD-K77685957
ADRA2A,150,BRD-K77771411
ADRA2B,151,BRD-K77771411
ADRA2C,152,BRD-K77771411
HRH1,3269,BRD-K77821588
CACNG1,786,BRD-K77947974
DRD2,1813,BRD-K77947974
HRH1,3269,BRD-K77947974
HTR1A,3350,BRD-K77947974
HTR1D,3352,BRD-K77947974
HTR1E,3354,BRD-K77947974
HTR2A,3356,BRD-K77947974
TUBA1A,7846,BRD-K77987382
TUBB,203068,BRD-K77987382
TUBB4B,10383,BRD-K77987382
CA2,760,BRD-K78010432
GPR35,2859,BRD-K78010432
SLC12A1,6557,BRD-K78010432
SLC12A2,6558,BRD-K78010432
TOP2A,7153,BRD-K78113049
AOX1,316,BRD-K78126613
BGLAP,632,BRD-K78126613
F10,2159,BRD-K78126613
F2,2147,BRD-K78126613
F7,2155,BRD-K78126613
F9,2158,BRD-K78126613
GGCX,2677,BRD-K78126613
NQO1,1728,BRD-K78126613
NQO2,4835,BRD-K78126613
PROC,5624,BRD-K78126613
PROS1,5627,BRD-K78126613
PROZ,8858,BRD-K78126613
VKORC1,79001,BRD-K78126613
VKORC1L1,154807,BRD-K78126613
ALK,238,BRD-K78431006
MET,4233,BRD-K78431006
AGTR1,185,BRD-K78485176
GCK,2645,BRD-K78513633
DRD2,1813,BRD-K78643075
ADRB2,154,BRD-K78666826
AHR,196,BRD-K78692225
DHODH,1723,BRD-K78692225
PTK2B,2185,BRD-K78692225
DDC,1644,BRD-K78712176
CCKBR,887,BRD-K78789465
TAS1R2,80834,BRD-K78841970
TRPV1,7442,BRD-K78841970
SCN10A,6336,BRD-K79116891
SCN5A,6331,BRD-K79116891
TUBA1A,7846,BRD-K79131256
TUBB,203068,BRD-K79131256
TUBB4B,10383,BRD-K79131256
DNMT1,1786,BRD-K79254416
DNMT3A,1788,BRD-K79254416
BBOX1,8424,BRD-K79392608
DRD2,1813,BRD-K79425933
PPARG,5468,BRD-K79437791
HRH1,3269,BRD-K79501723
SULT1E1,6783,BRD-K79501723
ACACB,32,BRD-K79602928
PRKAB1,5564,BRD-K79602928
PARP1,142,BRD-K79612754
PNP,4860,BRD-K79612754
PDE5A,8654,BRD-K79759585
PDE6G,5148,BRD-K79759585
PDE6H,5149,BRD-K79759585
SLCO1B1,10599,BRD-K79759585
SLCO1B3,28234,BRD-K79759585
DPYD,1806,BRD-K80129304
UCKL1,54963,BRD-K80129304
ALOX5,240,BRD-K80267133
CHUK,1147,BRD-K80267133
PLA2G2E,30814,BRD-K80267133
PTGS1,5742,BRD-K80267133
PTGS2,5743,BRD-K80267133
ALOX5,240,BRD-K80353138
ABCC8,6833,BRD-K80396088
KCNJ10,3766,BRD-K80396088
KCNJ8,3764,BRD-K80396088
SLC6A2,6530,BRD-K80419150
CSNK2A1,1457,BRD-K80738081
NQO2,4835,BRD-K80738081
PTGS1,5742,BRD-K80738081
PTGS2,5743,BRD-K80738081
SLCO1B1,10599,BRD-K80762071
DRD2,1813,BRD-K80859331
DRD3,1814,BRD-K80859331
DRD4,1815,BRD-K80859331
HTR2A,3356,BRD-K80859331
AGTR1,185,BRD-K81074237
AGTR2,186,BRD-K81074237
ACHE,43,BRD-K81128206
BCHE,590,BRD-K81128206
NR3C1,2908,BRD-K81190290
RYR1,6261,BRD-K81272440
RYR3,6263,BRD-K81272440
PTGDR2,11251,BRD-K81326768
HDAC1,3065,BRD-K81418486
HDAC10,83933,BRD-K81418486
HDAC11,79885,BRD-K81418486
HDAC2,3066,BRD-K81418486
HDAC3,8841,BRD-K81418486
HDAC5,10014,BRD-K81418486
HDAC6,10013,BRD-K81418486
HDAC8,55869,BRD-K81418486
HDAC9,9734,BRD-K81418486
ACHE,43,BRD-K81473089
BCHE,590,BRD-K81473089
ABL1,25,BRD-K81528515
KIT,3815,BRD-K81528515
NR3C2,4306,BRD-K81644801
PTGDR,5729,BRD-K81672972
PTGDR2,11251,BRD-K81672972
PTGER1,5731,BRD-K81672972
PTGER2,5732,BRD-K81672972
PTGER3,5733,BRD-K81672972
PTGER4,5734,BRD-K81672972
PTGFR,5737,BRD-K81672972
TBXA2R,6915,BRD-K81672972
NR3C1,2908,BRD-K81709173
ESR1,2099,BRD-K81839095
ESR2,2100,BRD-K81839095
HRH2,3274,BRD-K81855038
DNMT1,1786,BRD-K81916719
SLC6A3,6531,BRD-K82036761
SLC6A4,6532,BRD-K82036761
MPO,4353,BRD-K82103381
PTGS1,5742,BRD-K82122102
PTGS2,5743,BRD-K82122102
DNMT1,1786,BRD-K82143716
HTR1A,3350,BRD-K82147103
SLC6A2,6530,BRD-K82147103
SLC6A4,6532,BRD-K82147103
ESR1,2099,BRD-K82216340
PGR,5241,BRD-K82216340
GUCY1A2,2977,BRD-K82225283
GUCY1A3,2982,BRD-K82225283
GUCY1B2,2974,BRD-K82225283
GUCY1B3,2983,BRD-K82225283
CRYZ,1429,BRD-K82236179
NQO1,1728,BRD-K82236179
VKORC1,79001,BRD-K82236179
CYP1A2,1544,BRD-K82240271
CYP2D6,1565,BRD-K82240271
CYP3A4,1576,BRD-K82240271
CYP3A5,1577,BRD-K82240271
CYP3A7,1551,BRD-K82240271
FAAH,2166,BRD-K82255054
GABRA1,2554,BRD-K82255054
GABRA2,2555,BRD-K82255054
GABRA3,2556,BRD-K82255054
GABRA4,2557,BRD-K82255054
GABRA5,2558,BRD-K82255054
GABRA6,2559,BRD-K82255054
GABRB1,2560,BRD-K82255054
GABRB2,2561,BRD-K82255054
GABRB3,2562,BRD-K82255054
GABRD,2563,BRD-K82255054
GABRE,2564,BRD-K82255054
GABRG1,2565,BRD-K82255054
GABRG2,2566,BRD-K82255054
GABRG3,2567,BRD-K82255054
GABRP,2568,BRD-K82255054
GABRQ,55879,BRD-K82255054
SCN2A,6326,BRD-K82255054
SCN4A,6329,BRD-K82255054
ADRA1A,148,BRD-K82343404
HRH1,3269,BRD-K82357231
ACHE,43,BRD-K82381502
CHRM1,1128,BRD-K82381502
CHRM2,1129,BRD-K82381502
CHRM3,1131,BRD-K82381502
CHRM4,1132,BRD-K82381502
CHRM5,1133,BRD-K82381502
CHRNA2,1135,BRD-K82381502
PTGS1,5742,BRD-K82562631
PTGS2,5743,BRD-K82562631
ATP1A1,476,BRD-K82677201
ADRA2A,150,BRD-K82687598
HRH1,3269,BRD-K82795137
ABCC8,6833,BRD-K82846253
KCNJ11,3767,BRD-K82846253
PPARG,5468,BRD-K82846253
VDR,7421,BRD-K82928892
HMGCR,3156,BRD-K82941592
PDE5A,8654,BRD-K82967685
DPP4,1803,BRD-K83003151
ADORA1,134,BRD-K83064458
AGTR1,185,BRD-K83144676
CASR,846,BRD-K83146339
SCN5A,6331,BRD-K83245588
HRH1,3269,BRD-K83257731
DRD2,1813,BRD-K83405785
HTR2A,3356,BRD-K83405785
HSD11B1,3290,BRD-K83486494
HSD11B2,3291,BRD-K83486494
SLCO1B1,10599,BRD-K83486494
SLCO1B3,28234,BRD-K83486494
ATF3,467,BRD-K83502127
IFNG,3458,BRD-K83502127
IL6,3569,BRD-K83502127
TNF,7124,BRD-K83502127
MAOA,4128,BRD-K83597974
MAOB,4129,BRD-K83597974
COMT,1312,BRD-K83636919
TH,7054,BRD-K83766205
CASR,846,BRD-K83776863
IDO1,3620,BRD-K83776863
SLC36A1,206358,BRD-K83776863
WARS,7453,BRD-K83776863
WARS2,10352,BRD-K83776863
RARG,5916,BRD-K83794243
TOP2A,7153,BRD-K83794624
CTPS1,1503,BRD-K83896451
GLUL,2752,BRD-K83896451
GPRC6A,222545,BRD-K83896451
PPAT,5471,BRD-K83896451
AGTR1,185,BRD-K84091759
PTGS1,5742,BRD-K84173274
PTGS2,5743,BRD-K84173274
FDPS,2224,BRD-K84253429
GGPS1,9453,BRD-K84253429
ACHE,43,BRD-K84281997
BCHE,590,BRD-K84281997
CRAT,1384,BRD-K84366268
POLA1,5422,BRD-K84466663
PROC,5624,BRD-K84544951
ABCC8,6833,BRD-K84658672
KCNJ10,3766,BRD-K84658672
KCNJ11,3767,BRD-K84658672
PPARG,5468,BRD-K84658672
HTR2A,3356,BRD-K84698278
HTR2B,3357,BRD-K84698278
HTR2C,3358,BRD-K84698278
MTNR1A,4543,BRD-K84698278
MTNR1B,4544,BRD-K84698278
GUCY1A2,2977,BRD-K84783599
GUCY1A3,2982,BRD-K84783599
GUCY1B2,2974,BRD-K84783599
GUCY1B3,2983,BRD-K84783599
FKBP1A,2280,BRD-K84937637
MTOR,2475,BRD-K84937637
CYP3A4,1576,BRD-K84986517
HTR3A,3359,BRD-K85046107
CHRM1,1128,BRD-K85090592
CHRM2,1129,BRD-K85090592
CHRM3,1131,BRD-K85090592
CHRM4,1132,BRD-K85090592
CHRM5,1133,BRD-K85090592
ABCC8,6833,BRD-K85119730
KCNJ1,3758,BRD-K85119730
KCNJ11,3767,BRD-K85119730
KCNJ8,3764,BRD-K85119730
CACNA1C,775,BRD-K85337334
DRD2,1813,BRD-K85503079
DRD3,1814,BRD-K85503079
DRD4,1815,BRD-K85503079
DPEP1,1800,BRD-K85518562
CHRNA7,1139,BRD-K85554912
P2RX7,5027,BRD-K85554912
AKR1A1,10327,BRD-K85693895
AKR1B1,231,BRD-K85693895
AKR1B10,57016,BRD-K85693895
ACSL1,2180,BRD-K85767870
ACSS1,84532,BRD-K85767870
ACSS2,55902,BRD-K85767870
ADCY1,107,BRD-K85767870
ADK,132,BRD-K85767870
CREB1,1385,BRD-K85767870
FBP1,2203,BRD-K85767870
HINT1,3094,BRD-K85767870
PDE4B,5142,BRD-K85767870
PDE4D,5144,BRD-K85767870
PIM1,5292,BRD-K85767870
PRKAA1,5562,BRD-K85767870
PRKAB1,5564,BRD-K85767870
PRKAB2,5565,BRD-K85767870
PYGL,5836,BRD-K85767870
TRPM4,54795,BRD-K85767870
HSD11B1,3290,BRD-K85883481
NR3C1,2908,BRD-K85883481
TUBB,203068,BRD-K86003836
NR3C1,2908,BRD-K86161929
ADA,100,BRD-K86301799
PDE10A,10846,BRD-K86301799
PDE1A,5136,BRD-K86301799
PDE1B,5153,BRD-K86301799
PDE1C,5137,BRD-K86301799
PDE2A,5138,BRD-K86301799
PDE3A,5139,BRD-K86301799
PDE3B,5140,BRD-K86301799
PDE4A,5141,BRD-K86301799
PDE4B,5142,BRD-K86301799
PDE4C,5143,BRD-K86301799
PDE4D,5144,BRD-K86301799
PDE5A,8654,BRD-K86301799
PDE6A,5145,BRD-K86301799
PDE6B,5158,BRD-K86301799
PDE6C,5146,BRD-K86301799
PDE6D,5147,BRD-K86301799
PDE6G,5148,BRD-K86301799
PDE6H,5149,BRD-K86301799
PDE7A,5150,BRD-K86301799
PDE7B,27115,BRD-K86301799
PDE8A,5151,BRD-K86301799
PDE8B,8622,BRD-K86301799
PDE9A,5152,BRD-K86301799
SLC29A1,2030,BRD-K86301799
XDH,7498,BRD-K86307448
UGCG,7357,BRD-K86410485
MAOA,4128,BRD-K86434416
MAOB,4129,BRD-K86434416
ADRB1,153,BRD-K86436199
ATP1A1,476,BRD-K86864073
CHRNA10,57053,BRD-K86864073
GRIN3A,116443,BRD-K86864073
HTR3A,3359,BRD-K86864073
SCN10A,6336,BRD-K86864073
SLC6A3,6531,BRD-K86864073
ADRA1A,148,BRD-K86882815
ADRA1B,147,BRD-K86882815
ADRA1D,146,BRD-K86882815
ADRA2A,150,BRD-K86882815
ADRA2B,151,BRD-K86882815
ADRA2C,152,BRD-K86882815
ADRB1,153,BRD-K86882815
ADRB2,154,BRD-K86882815
DRD1,1812,BRD-K86882815
DRD2,1813,BRD-K86882815
DRD3,1814,BRD-K86882815
DRD4,1815,BRD-K86882815
DRD5,1816,BRD-K86882815
HTR1A,3350,BRD-K86882815
HTR1B,3351,BRD-K86882815
HTR1D,3352,BRD-K86882815
HTR2A,3356,BRD-K86882815
HTR2B,3357,BRD-K86882815
HTR2C,3358,BRD-K86882815
HTR7,3363,BRD-K86882815
KCNH1,3756,BRD-K86887724
KCNH2,3757,BRD-K86887724
KCNJ12,3768,BRD-K86887724
KCNK2,3776,BRD-K86887724
ABAT,18,BRD-K87024524
AOC3,8639,BRD-K87024524
GAD2,2572,BRD-K87024524
GPT,2875,BRD-K87024524
GPT2,84706,BRD-K87024524
MAOA,4128,BRD-K87024524
MAOB,4129,BRD-K87024524
SLC6A2,6530,BRD-K87024524
SLC6A3,6531,BRD-K87024524
SLC6A4,6532,BRD-K87024524
TPO,7173,BRD-K87156652
CYP1A2,1544,BRD-K87202646
CYP2C19,1557,BRD-K87202646
CYP2C8,1558,BRD-K87202646
CYP2E1,1571,BRD-K87202646
CYP3A4,1576,BRD-K87202646
GRIN1,2902,BRD-K87226815
GABRA1,2554,BRD-K87349602
GABRG2,2566,BRD-K87349602
ADRA1A,148,BRD-K87349682
ADRA1B,147,BRD-K87349682
ADRA1D,146,BRD-K87349682
ADRA2A,150,BRD-K87349682
ADRA2B,151,BRD-K87349682
ADRA2C,152,BRD-K87349682
ADRB1,153,BRD-K87349682
ADRB2,154,BRD-K87349682
ADRB3,155,BRD-K87349682
PAH,5053,BRD-K87349682
SLC18A1,6570,BRD-K87349682
SLC18A2,6571,BRD-K87349682
DHFR,1719,BRD-K87492696
ADORA1,134,BRD-K87774949
ADORA2A,135,BRD-K87774949
ADORA2B,136,BRD-K87774949
ADORA3,140,BRD-K87774949
SLC12A1,6557,BRD-K87990216
SLC12A2,6558,BRD-K87990216
S1PR1,1901,BRD-K88025533
S1PR5,53637,BRD-K88025533
ARG1,383,BRD-K88052444
CA2,760,BRD-K88052444
CTNNB1,1499,BRD-K88052444
IMPDH1,3614,BRD-K88061624
CHRNA4,1137,BRD-K88143662
CHRNA7,1139,BRD-K88143662
GABRA1,2554,BRD-K88143662
GABRA2,2555,BRD-K88143662
GABRA3,2556,BRD-K88143662
GABRA4,2557,BRD-K88143662
GABRA5,2558,BRD-K88143662
GABRA6,2559,BRD-K88143662
GABRB1,2560,BRD-K88143662
GABRB2,2561,BRD-K88143662
GABRB3,2562,BRD-K88143662
GABRD,2563,BRD-K88143662
GABRE,2564,BRD-K88143662
GABRG1,2565,BRD-K88143662
GABRG2,2566,BRD-K88143662
GABRG3,2567,BRD-K88143662
GABRP,2568,BRD-K88143662
GABRQ,55879,BRD-K88143662
GRIA2,2891,BRD-K88143662
GRIK2,2898,BRD-K88143662
OPRD1,4985,BRD-K88172511
